attendance_id,student_id,semester,attendance_percentage,classes_attended,classes_conducted,low_attendance
3549,4549,5,81,121,150,False
3550,4550,6,82,123,150,False
3551,4551,3,96,144,150,False
3552,4552,2,100,150,150,False
3553,4553,2,100,150,150,False
3554,4554,5,87,130,150,False
3555,4555,5,85,127,150,False
3556,4556,2,92,138,150,False
3557,4557,7,97,145,150,False
3558,4558,1,98,147,150,False
3559,4559,5,96,144,150,False
3560,4560,5,85,127,150,False
3561,4561,5,96,144,150,False
3562,4562,7,86,129,150,False
3563,4563,1,76,114,150,False
3564,4564,5,82,123,150,False
3565,4565,4,100,150,150,False
3566,4566,3,94,141,150,False
3567,4567,4,85,127,150,False
3568,4568,7,84,126,150,False
3569,4569,6,93,139,150,False
3570,4570,1,83,124,150,False
3571,4571,4,89,133,150,False
3572,4572,2,84,126,150,False
3573,4573,7,93,139,150,False
3574,4574,3,90,135,150,False
3575,4575,5,89,133,150,False
3576,4576,3,89,133,150,False
3577,4577,6,95,142,150,False
3578,4578,1,86,129,150,False
3579,4579,8,100,150,150,False
3580,4580,1,76,114,150,False
3581,4581,6,79,118,150,False
3582,4582,4,100,150,150,False
3583,4583,1,73,109,150,True
3584,4584,7,87,130,150,False
3585,4585,3,100,150,150,False
3586,4586,5,94,141,150,False
3587,4587,1,94,141,150,False
3588,4588,5,82,123,150,False
3589,4589,7,100,150,150,False
3590,4590,4,81,121,150,False
3591,4591,7,73,109,150,True
3592,4592,8,88,132,150,False
3593,4593,3,92,138,150,False
3594,4594,7,84,126,150,False
3595,4595,8,99,148,150,False
3596,4596,6,77,115,150,False
3597,4597,7,82,123,150,False
3598,4598,2,90,135,150,False
3599,4599,7,85,127,150,False
3600,4600,6,85,127,150,False
3601,4601,7,78,117,150,False
3602,4602,7,84,126,150,False
3603,4603,1,78,117,150,False
3604,4604,7,77,115,150,False
3605,4605,4,89,133,150,False
3606,4606,1,94,141,150,False
3607,4607,7,96,144,150,False
3608,4608,4,87,130,150,False
3609,4609,3,89,133,150,False
3610,4610,7,82,123,150,False
3611,4611,1,87,130,150,False
3612,4612,3,80,120,150,False
3613,4613,8,95,142,150,False
3614,4614,5,83,124,150,False
3615,4615,7,95,142,150,False
3616,4616,2,93,139,150,False
3617,4617,8,82,123,150,False
3618,4618,6,98,147,150,False
3619,4619,1,91,136,150,False
3620,4620,4,88,132,150,False
3621,4621,4,88,132,150,False
3622,4622,8,81,121,150,False
3623,4623,2,85,127,150,False
3624,4624,3,92,138,150,False
3625,4625,7,92,138,150,False
3626,4626,6,90,135,150,False
3627,4627,4,88,132,150,False
3628,4628,5,100,150,150,False
3629,4629,3,95,142,150,False
3630,4630,4,79,118,150,False
3631,4631,8,91,136,150,False
3632,4632,5,100,150,150,False
3633,4633,4,100,150,150,False
3634,4634,1,89,133,150,False
3635,4635,7,91,136,150,False
3636,4636,4,100,150,150,False
3637,4637,1,87,130,150,False
3638,4638,6,82,123,150,False
3639,4639,3,96,144,150,False
3640,4640,6,76,114,150,False
3641,4641,7,94,141,150,False
3642,4642,1,86,129,150,False
3643,4643,4,86,129,150,False
3644,4644,1,73,109,150,True
3645,4645,8,85,127,150,False
3646,4646,6,83,124,150,False
3647,4647,2,80,120,150,False
3648,4648,5,84,126,150,False
3649,4649,7,89,133,150,False
3650,4650,2,74,111,150,True
3651,4651,7,95,142,150,False
3652,4652,8,92,138,150,False
3653,4653,2,77,115,150,False
3654,4654,7,90,135,150,False
3655,4655,7,81,121,150,False
3656,4656,7,84,126,150,False
3657,4657,2,79,118,150,False
3658,4658,5,87,130,150,False
3659,4659,6,82,123,150,False
3660,4660,1,76,114,150,False
3661,4661,5,90,135,150,False
3662,4662,1,86,129,150,False
3663,4663,2,77,115,150,False
3664,4664,5,96,144,150,False
3665,4665,1,89,133,150,False
3666,4666,7,85,127,150,False
3667,4667,5,89,133,150,False
3668,4668,1,85,127,150,False
3669,4669,6,82,123,150,False
3670,4670,4,100,150,150,False
3671,4671,8,89,133,150,False
3672,4672,5,91,136,150,False
3673,4673,3,95,142,150,False
3674,4674,4,81,121,150,False
3675,4675,5,99,148,150,False
3676,4676,5,71,106,150,True
3677,4677,4,93,139,150,False
3678,4678,3,94,141,150,False
3679,4679,4,88,132,150,False
3680,4680,7,85,127,150,False
3681,4681,3,86,129,150,False
3682,4682,6,66,99,150,True
3683,4683,4,97,145,150,False
3684,4684,1,89,133,150,False
3685,4685,6,73,109,150,True
3686,4686,8,96,144,150,False
3687,4687,2,92,138,150,False
3688,4688,2,90,135,150,False
3689,4689,1,92,138,150,False
3690,4690,4,86,129,150,False
3691,4691,3,98,147,150,False
3692,4692,5,82,123,150,False
3693,4693,8,100,150,150,False
3694,4694,3,87,130,150,False
3695,4695,6,89,133,150,False
3696,4696,3,83,124,150,False
3697,4697,3,100,150,150,False
3698,4698,2,82,123,150,False
3699,4699,8,93,139,150,False
3700,4700,3,83,124,150,False
3701,4701,2,87,130,150,False
3702,4702,7,89,133,150,False
3703,4703,5,83,124,150,False
3704,4704,3,89,133,150,False
3705,4705,7,91,136,150,False
3706,4706,2,86,129,150,False
3707,4707,7,87,130,150,False
3708,4708,6,93,139,150,False
3709,4709,4,85,127,150,False
3710,4710,8,85,127,150,False
3711,4711,1,88,132,150,False
3712,4712,5,85,127,150,False
3713,4713,1,80,120,150,False
3714,4714,8,93,139,150,False
3715,4715,4,87,130,150,False
3716,4716,4,95,142,150,False
3717,4717,2,93,139,150,False
3718,4718,7,100,150,150,False
3719,4719,6,72,108,150,True
3720,4720,1,75,112,150,False
3721,4721,3,84,126,150,False
3722,4722,1,100,150,150,False
3723,4723,8,86,129,150,False
3724,4724,6,85,127,150,False
3725,4725,1,89,133,150,False
3726,4726,5,87,130,150,False
3727,4727,4,83,124,150,False
3728,4728,5,84,126,150,False
3729,4729,7,87,130,150,False
3730,4730,3,100,150,150,False
3731,4731,5,88,132,150,False
3732,4732,6,98,147,150,False
3733,4733,2,91,136,150,False
3734,4734,5,93,139,150,False
3735,4735,6,89,133,150,False
3736,4736,6,95,142,150,False
3737,4737,3,80,120,150,False
3738,4738,4,84,126,150,False
3739,4739,3,79,118,150,False
3740,4740,5,96,144,150,False
3741,4741,4,88,132,150,False
3742,4742,6,88,132,150,False
3743,4743,6,99,148,150,False
3744,4744,2,76,114,150,False
3745,4745,5,78,117,150,False
3746,4746,6,66,99,150,True
3747,4747,6,76,114,150,False
3748,4748,2,92,138,150,False
3749,4749,6,79,118,150,False
3750,4750,7,85,127,150,False
3751,4751,1,87,130,150,False
3752,4752,5,89,133,150,False
3753,4753,3,100,150,150,False
3754,4754,2,94,141,150,False
3755,4755,8,89,133,150,False
3756,4756,3,87,130,150,False
3757,4757,4,75,112,150,False
3758,4758,4,82,123,150,False
3759,4759,2,82,123,150,False
3760,4760,7,81,121,150,False
3761,4761,6,97,145,150,False
3762,4762,4,89,133,150,False
3763,4763,7,81,121,150,False
3764,4764,2,79,118,150,False
3765,4765,1,83,124,150,False
3766,4766,2,71,106,150,True
3767,4767,8,95,142,150,False
3768,4768,2,100,150,150,False
3769,4769,4,90,135,150,False
3770,4770,5,88,132,150,False
3771,4771,7,91,136,150,False
3772,4772,6,80,120,150,False
3773,4773,3,79,118,150,False
3774,4774,4,92,138,150,False
3775,4775,1,94,141,150,False
3776,4776,8,84,126,150,False
3777,4777,6,100,150,150,False
3778,4778,3,89,133,150,False
3779,4779,3,83,124,150,False
3780,4780,2,79,118,150,False
3781,4781,8,98,147,150,False
3782,4782,1,78,117,150,False
3783,4783,2,86,129,150,False
3784,4784,6,80,120,150,False
3785,4785,7,83,124,150,False
3786,4786,4,87,130,150,False
3787,4787,1,96,144,150,False
3788,4788,5,88,132,150,False
3789,4789,5,91,136,150,False
3790,4790,3,88,132,150,False
3791,4791,3,78,117,150,False
3792,4792,1,84,126,150,False
3793,4793,5,84,126,150,False
3794,4794,4,94,141,150,False
3795,4795,6,75,112,150,False
3796,4796,5,86,129,150,False
3797,4797,2,82,123,150,False
3798,4798,1,100,150,150,False
3799,4799,4,84,126,150,False
3800,4800,1,94,141,150,False
3801,4801,7,88,132,150,False
3802,4802,7,85,127,150,False
3803,4803,7,90,135,150,False
3804,4804,7,82,123,150,False
3805,4805,3,85,127,150,False
3806,4806,6,86,129,150,False
3807,4807,2,90,135,150,False
3808,4808,4,88,132,150,False
3809,4809,2,81,121,150,False
3810,4810,5,72,108,150,True
3811,4811,1,78,117,150,False
3812,4812,8,79,118,150,False
3813,4813,5,85,127,150,False
3814,4814,3,87,130,150,False
3815,4815,4,76,114,150,False
3816,4816,7,92,138,150,False
3817,4817,8,100,150,150,False
3818,4818,7,86,129,150,False
3819,4819,4,90,135,150,False
3820,4820,2,94,141,150,False
3821,4821,5,82,123,150,False
3822,4822,3,76,114,150,False
3823,4823,3,93,139,150,False
3824,4824,4,100,150,150,False
3825,4825,8,86,129,150,False
3826,4826,8,98,147,150,False
3827,4827,8,76,114,150,False
3828,4828,7,91,136,150,False
3829,4829,5,94,141,150,False
3830,4830,1,97,145,150,False
3831,4831,8,88,132,150,False
3832,4832,1,92,138,150,False
3833,4833,5,82,123,150,False
3834,4834,1,89,133,150,False
3835,4835,1,94,141,150,False
3836,4836,5,76,114,150,False
3837,4837,2,89,133,150,False
3838,4838,5,74,111,150,True
3839,4839,6,80,120,150,False
3840,4840,1,86,129,150,False
3841,4841,6,85,127,150,False
3842,4842,1,81,121,150,False
3843,4843,7,87,130,150,False
3844,4844,1,91,136,150,False
3845,4845,4,79,118,150,False
3846,4846,4,96,144,150,False
3847,4847,2,91,136,150,False
3848,4848,6,85,127,150,False
3849,4849,3,95,142,150,False
3850,4850,7,89,133,150,False
3851,4851,1,83,124,150,False
3852,4852,5,100,150,150,False
3853,4853,2,89,133,150,False
3854,4854,3,92,138,150,False
3855,4855,5,95,142,150,False
3856,4856,8,82,123,150,False
3857,4857,7,94,141,150,False
3858,4858,5,89,133,150,False
3859,4859,8,75,112,150,False
3860,4860,4,95,142,150,False
3861,4861,4,82,123,150,False
3862,4862,5,66,99,150,True
3863,4863,6,80,120,150,False
3864,4864,4,91,136,150,False
3865,4865,8,91,136,150,False
3866,4866,7,91,136,150,False
3867,4867,5,79,118,150,False
3868,4868,8,100,150,150,False
3869,4869,8,80,120,150,False
3870,4870,3,80,120,150,False
3871,4871,4,78,117,150,False
3872,4872,5,83,124,150,False
3873,4873,2,99,148,150,False
3874,4874,1,89,133,150,False
3875,4875,2,88,132,150,False
3876,4876,3,84,126,150,False
3877,4877,7,83,124,150,False
3878,4878,5,91,136,150,False
3879,4879,5,75,112,150,False
3880,4880,8,100,150,150,False
3881,4881,2,91,136,150,False
3882,4882,2,93,139,150,False
3883,4883,5,95,142,150,False
3884,4884,5,71,106,150,True
3885,4885,1,86,129,150,False
3886,4886,6,92,138,150,False
3887,4887,6,86,129,150,False
3888,4888,3,86,129,150,False
3889,4889,5,73,109,150,True
3890,4890,7,85,127,150,False
3891,4891,5,86,129,150,False
3892,4892,5,83,124,150,False
3893,4893,6,94,141,150,False
3894,4894,1,74,111,150,True
3895,4895,7,86,129,150,False
3896,4896,4,90,135,150,False
3897,4897,6,100,150,150,False
3898,4898,5,73,109,150,True
3899,4899,7,80,120,150,False
3900,4900,3,90,135,150,False
3901,4901,7,88,132,150,False
3902,4902,4,85,127,150,False
3903,4903,8,84,126,150,False
3904,4904,5,86,129,150,False
3905,4905,3,88,132,150,False
3906,4906,2,93,139,150,False
3907,4907,6,90,135,150,False
3908,4908,3,86,129,150,False
3909,4909,4,90,135,150,False
3910,4910,3,87,130,150,False
3911,4911,3,89,133,150,False
3912,4912,8,76,114,150,False
3913,4913,4,95,142,150,False
3914,4914,1,96,144,150,False
3915,4915,5,94,141,150,False
3916,4916,8,89,133,150,False
3917,4917,4,91,136,150,False
3918,4918,5,87,130,150,False
3919,4919,5,89,133,150,False
3920,4920,4,88,132,150,False
3921,4921,2,93,139,150,False
3922,4922,4,86,129,150,False
3923,4923,2,95,142,150,False
3924,4924,6,91,136,150,False
3925,4925,6,100,150,150,False
3926,4926,7,88,132,150,False
3927,4927,5,88,132,150,False
3928,4928,8,87,130,150,False
3929,4929,5,87,130,150,False
3930,4930,7,82,123,150,False
3931,4931,1,70,105,150,True
3932,4932,8,99,148,150,False
3933,4933,8,76,114,150,False
3934,4934,7,95,142,150,False
3935,4935,1,88,132,150,False
3936,4936,8,95,142,150,False
3937,4937,8,68,102,150,True
3938,4938,7,93,139,150,False
3939,4939,1,94,141,150,False
3940,4940,5,95,142,150,False
3941,4941,6,98,147,150,False
3942,4942,5,88,132,150,False
3943,4943,5,98,147,150,False
3944,4944,5,82,123,150,False
3945,4945,3,93,139,150,False
3946,4946,5,78,117,150,False
3947,4947,6,100,150,150,False
3948,4948,3,85,127,150,False
3949,4949,6,79,118,150,False
3950,4950,3,98,147,150,False
3951,4951,3,94,141,150,False
3952,4952,7,93,139,150,False
3953,4953,1,89,133,150,False
3954,4954,2,94,141,150,False
3955,4955,6,75,112,150,False
3956,4956,4,100,150,150,False
3957,4957,2,77,115,150,False
3958,4958,3,85,127,150,False
3959,4959,8,82,123,150,False
3960,4960,4,82,123,150,False
3961,4961,3,85,127,150,False
3962,4962,6,84,126,150,False
3963,4963,3,83,124,150,False
3964,4964,5,72,108,150,True
3965,4965,3,100,150,150,False
3966,4966,3,85,127,150,False
3967,4967,6,87,130,150,False
3968,4968,6,81,121,150,False
3969,4969,1,81,121,150,False
3970,4970,7,87,130,150,False
3971,4971,1,72,108,150,True
3972,4972,7,85,127,150,False
3973,4973,5,83,124,150,False
3974,4974,3,77,115,150,False
3975,4975,6,97,145,150,False
3976,4976,6,100,150,150,False
3977,4977,8,90,135,150,False
3978,4978,2,93,139,150,False
3979,4979,4,97,145,150,False
3980,4980,8,72,108,150,True
3981,4981,5,93,139,150,False
3982,4982,7,79,118,150,False
3983,4983,3,82,123,150,False
3984,4984,5,90,135,150,False
3985,4985,7,84,126,150,False
3986,4986,8,97,145,150,False
3987,4987,1,86,129,150,False
3988,4988,3,96,144,150,False
3989,4989,4,99,148,150,False
3990,4990,8,81,121,150,False
3991,4991,1,84,126,150,False
3992,4992,1,80,120,150,False
3993,4993,6,76,114,150,False
3994,4994,5,94,141,150,False
3995,4995,3,99,148,150,False
3996,4996,3,79,118,150,False
3997,4997,8,83,124,150,False
3998,4998,8,84,126,150,False
3999,4999,3,89,133,150,False
4000,5000,3,95,142,150,False
4001,5001,6,88,132,150,False
4002,5002,7,95,142,150,False
4003,5003,8,97,145,150,False
4004,5004,6,88,132,150,False
4005,5005,5,96,144,150,False
4006,5006,7,87,130,150,False
4007,5007,3,75,112,150,False
4008,5008,4,78,117,150,False
4009,5009,1,100,150,150,False
4010,5010,4,92,138,150,False
4011,5011,5,92,138,150,False
4012,5012,5,88,132,150,False
4013,5013,5,80,120,150,False
4014,5014,8,76,114,150,False
4015,5015,4,75,112,150,False
4016,5016,7,100,150,150,False
4017,5017,1,100,150,150,False
4018,5018,4,100,150,150,False
4019,5019,4,85,127,150,False
4020,5020,2,81,121,150,False
4021,5021,6,84,126,150,False
4022,5022,5,64,96,150,True
4023,5023,7,71,106,150,True
4024,5024,5,81,121,150,False
4025,5025,1,76,114,150,False
4026,5026,3,78,117,150,False
4027,5027,2,100,150,150,False
4028,5028,5,96,144,150,False
4029,5029,7,77,115,150,False
4030,5030,5,98,147,150,False
4031,5031,8,82,123,150,False
4032,5032,5,91,136,150,False
4033,5033,3,86,129,150,False
4034,5034,2,89,133,150,False
4035,5035,1,78,117,150,False
4036,5036,1,78,117,150,False
4037,5037,8,91,136,150,False
4038,5038,8,87,130,150,False
4039,5039,6,100,150,150,False
4040,5040,1,77,115,150,False
4041,5041,3,89,133,150,False
4042,5042,2,68,102,150,True
4043,5043,3,81,121,150,False
4044,5044,3,100,150,150,False
4045,5045,6,75,112,150,False
4046,5046,4,85,127,150,False
4047,5047,4,83,124,150,False
4048,5048,6,86,129,150,False
4049,5049,6,90,135,150,False
4050,5050,6,71,106,150,True
4051,5051,5,100,150,150,False
4052,5052,6,68,102,150,True
4053,5053,4,82,123,150,False
4054,5054,6,88,132,150,False
4055,5055,4,96,144,150,False
4056,5056,5,80,120,150,False
4057,5057,3,94,141,150,False
4058,5058,5,81,121,150,False
4059,5059,6,89,133,150,False
4060,5060,2,86,129,150,False
4061,5061,3,86,129,150,False
4062,5062,6,90,135,150,False
4063,5063,8,78,117,150,False
4064,5064,7,89,133,150,False
4065,5065,3,88,132,150,False
4066,5066,7,92,138,150,False
4067,5067,4,85,127,150,False
4068,5068,5,87,130,150,False
4069,5069,2,89,133,150,False
4070,5070,6,91,136,150,False
4071,5071,1,75,112,150,False
4072,5072,5,73,109,150,True
4073,5073,1,90,135,150,False
4074,5074,8,83,124,150,False
4075,5075,2,100,150,150,False
4076,5076,5,87,130,150,False
4077,5077,1,88,132,150,False
4078,5078,8,83,124,150,False
4079,5079,8,70,105,150,True
4080,5080,2,92,138,150,False
4081,5081,2,79,118,150,False
4082,5082,1,81,121,150,False
4083,5083,4,100,150,150,False
4084,5084,7,100,150,150,False
4085,5085,5,93,139,150,False
4086,5086,8,86,129,150,False
4087,5087,5,84,126,150,False
4088,5088,6,80,120,150,False
4089,5089,6,99,148,150,False
4090,5090,5,69,103,150,True
4091,5091,3,92,138,150,False
4092,5092,6,88,132,150,False
4093,5093,2,73,109,150,True
4094,5094,3,83,124,150,False
4095,5095,3,93,139,150,False
4096,5096,6,85,127,150,False
4097,5097,1,83,124,150,False
4098,5098,1,96,144,150,False
4099,5099,5,80,120,150,False
4100,5100,3,65,97,150,True
4101,5101,3,73,109,150,True
4102,5102,5,71,106,150,True
4103,5103,4,94,141,150,False
4104,5104,2,84,126,150,False
4105,5105,5,78,117,150,False
4106,5106,4,78,117,150,False
4107,5107,4,93,139,150,False
4108,5108,1,77,115,150,False
4109,5109,4,89,133,150,False
4110,5110,3,90,135,150,False
4111,5111,4,79,118,150,False
4112,5112,1,81,121,150,False
4113,5113,3,92,138,150,False
4114,5114,4,97,145,150,False
4115,5115,1,91,136,150,False
4116,5116,7,100,150,150,False
4117,5117,2,83,124,150,False
4118,5118,7,87,130,150,False
4119,5119,8,86,129,150,False
4120,5120,7,86,129,150,False
4121,5121,8,84,126,150,False
4122,5122,2,100,150,150,False
4123,5123,2,93,139,150,False
4124,5124,1,91,136,150,False
4125,5125,7,84,126,150,False
4126,5126,4,93,139,150,False
4127,5127,2,99,148,150,False
4128,5128,1,80,120,150,False
4129,5129,8,89,133,150,False
4130,5130,4,80,120,150,False
4131,5131,7,77,115,150,False
4132,5132,5,78,117,150,False
4133,5133,6,89,133,150,False
4134,5134,1,100,150,150,False
4135,5135,8,85,127,150,False
4136,5136,7,89,133,150,False
4137,5137,6,92,138,150,False
4138,5138,6,81,121,150,False
4139,5139,6,100,150,150,False
4140,5140,5,100,150,150,False
4141,5141,1,86,129,150,False
4142,5142,6,99,148,150,False
4143,5143,3,90,135,150,False
4144,5144,2,100,150,150,False
4145,5145,1,81,121,150,False
4146,5146,8,96,144,150,False
4147,5147,6,90,135,150,False
4148,5148,4,80,120,150,False
4149,5149,2,85,127,150,False
4150,5150,3,85,127,150,False
4151,5151,6,81,121,150,False
4152,5152,4,93,139,150,False
4153,5153,4,93,139,150,False
4154,5154,6,83,124,150,False
4155,5155,8,99,148,150,False
4156,5156,1,85,127,150,False
4157,5157,3,92,138,150,False
4158,5158,8,86,129,150,False
4159,5159,7,93,139,150,False
4160,5160,4,88,132,150,False
4161,5161,4,83,124,150,False
4162,5162,1,76,114,150,False
4163,5163,4,78,117,150,False
4164,5164,2,80,120,150,False
4165,5165,4,87,130,150,False
4166,5166,4,78,117,150,False
4167,5167,1,93,139,150,False
4168,5168,7,83,124,150,False
4169,5169,8,97,145,150,False
4170,5170,5,93,139,150,False
4171,5171,5,86,129,150,False
4172,5172,3,91,136,150,False
4173,5173,2,79,118,150,False
4174,5174,8,86,129,150,False
4175,5175,6,100,150,150,False
4176,5176,5,85,127,150,False
4177,5177,2,100,150,150,False
4178,5178,7,84,126,150,False
4179,5179,1,91,136,150,False
4180,5180,5,91,136,150,False
4181,5181,1,100,150,150,False
4182,5182,3,74,111,150,True
4183,5183,1,81,121,150,False
4184,5184,5,95,142,150,False
4185,5185,1,99,148,150,False
4186,5186,2,80,120,150,False
4187,5187,6,98,147,150,False
4188,5188,4,96,144,150,False
4189,5189,8,79,118,150,False
4190,5190,8,97,145,150,False
4191,5191,7,83,124,150,False
4192,5192,1,83,124,150,False
4193,5193,2,100,150,150,False
4194,5194,8,97,145,150,False
4195,5195,2,85,127,150,False
4196,5196,3,75,112,150,False
4197,5197,2,99,148,150,False
4198,5198,8,86,129,150,False
4199,5199,4,100,150,150,False
4200,5200,8,91,136,150,False
4201,5201,7,99,148,150,False
4202,5202,1,68,102,150,True
4203,5203,3,95,142,150,False
4204,5204,1,83,124,150,False
4205,5205,6,97,145,150,False
4206,5206,4,88,132,150,False
4207,5207,4,88,132,150,False
4208,5208,5,68,102,150,True
4209,5209,7,89,133,150,False
4210,5210,6,92,138,150,False
4211,5211,4,90,135,150,False
4212,5212,2,85,127,150,False
4213,5213,3,90,135,150,False
4214,5214,1,93,139,150,False
4215,5215,1,100,150,150,False
4216,5216,7,91,136,150,False
4217,5217,3,84,126,150,False
4218,5218,3,83,124,150,False
4219,5219,5,92,138,150,False
4220,5220,2,86,129,150,False
4221,5221,3,100,150,150,False
4222,5222,7,79,118,150,False
4223,5223,7,86,129,150,False
4224,5224,6,78,117,150,False
4225,5225,2,75,112,150,False
4226,5226,2,89,133,150,False
4227,5227,3,85,127,150,False
4228,5228,7,80,120,150,False
4229,5229,4,89,133,150,False
4230,5230,5,76,114,150,False
4231,5231,7,80,120,150,False
4232,5232,8,92,138,150,False
4233,5233,4,100,150,150,False
4234,5234,2,90,135,150,False
4235,5235,3,94,141,150,False
4236,5236,3,84,126,150,False
4237,5237,7,76,114,150,False
4238,5238,8,88,132,150,False
4239,5239,8,76,114,150,False
4240,5240,6,97,145,150,False
4241,5241,2,95,142,150,False
4242,5242,3,86,129,150,False
4243,5243,6,84,126,150,False
4244,5244,2,96,144,150,False
4245,5245,6,75,112,150,False
4246,5246,4,97,145,150,False
4247,5247,1,85,127,150,False
4248,5248,1,88,132,150,False
4249,5249,6,92,138,150,False
4250,5250,8,97,145,150,False
4251,5251,3,90,135,150,False
4252,5252,8,84,126,150,False
4253,5253,4,86,129,150,False
4254,5254,4,88,132,150,False
4255,5255,7,94,141,150,False
4256,5256,6,88,132,150,False
4257,5257,2,82,123,150,False
4258,5258,2,86,129,150,False
4259,5259,4,84,126,150,False
4260,5260,3,98,147,150,False
4261,5261,2,89,133,150,False
4262,5262,8,90,135,150,False
4263,5263,6,91,136,150,False
4264,5264,5,86,129,150,False
4265,5265,6,85,127,150,False
4266,5266,4,87,130,150,False
4267,5267,2,87,130,150,False
4268,5268,5,78,117,150,False
4269,5269,5,89,133,150,False
4270,5270,2,97,145,150,False
4271,5271,3,83,124,150,False
4272,5272,3,79,118,150,False
4273,5273,7,94,141,150,False
4274,5274,6,83,124,150,False
4275,5275,4,97,145,150,False
4276,5276,7,82,123,150,False
4277,5277,1,83,124,150,False
4278,5278,6,88,132,150,False
4279,5279,5,82,123,150,False
4280,5280,6,73,109,150,True
4281,5281,4,77,115,150,False
4282,5282,7,96,144,150,False
4283,5283,1,78,117,150,False
4284,5284,6,82,123,150,False
4285,5285,6,72,108,150,True
4286,5286,4,74,111,150,True
4287,5287,4,83,124,150,False
4288,5288,2,96,144,150,False
4289,5289,7,96,144,150,False
4290,5290,3,86,129,150,False
4291,5291,5,100,150,150,False
4292,5292,4,96,144,150,False
4293,5293,5,79,118,150,False
4294,5294,2,79,118,150,False
4295,5295,2,99,148,150,False
4296,5296,6,87,130,150,False
4297,5297,8,96,144,150,False
4298,5298,6,77,115,150,False
4299,5299,3,96,144,150,False
4300,5300,5,94,141,150,False
4301,5301,6,100,150,150,False
4302,5302,8,90,135,150,False
4303,5303,8,79,118,150,False
4304,5304,4,77,115,150,False
4305,5305,4,87,130,150,False
4306,5306,1,83,124,150,False
4307,5307,6,88,132,150,False
4308,5308,7,98,147,150,False
4309,5309,8,100,150,150,False
4310,5310,8,87,130,150,False
4311,5311,2,90,135,150,False
4312,5312,6,90,135,150,False
4313,5313,8,81,121,150,False
4314,5314,2,88,132,150,False
4315,5315,4,91,136,150,False
4316,5316,4,84,126,150,False
4317,5317,7,83,124,150,False
4318,5318,7,100,150,150,False
4319,5319,1,95,142,150,False
4320,5320,8,82,123,150,False
4321,5321,2,87,130,150,False
4322,5322,1,94,141,150,False
4323,5323,3,78,117,150,False
4324,5324,8,97,145,150,False
4325,5325,7,100,150,150,False
4326,5326,5,90,135,150,False
4327,5327,8,72,108,150,True
4328,5328,8,92,138,150,False
4329,5329,2,75,112,150,False
4330,5330,3,89,133,150,False
4331,5331,5,79,118,150,False
4332,5332,8,95,142,150,False
4333,5333,3,82,123,150,False
4334,5334,1,80,120,150,False
4335,5335,4,87,130,150,False
4336,5336,5,86,129,150,False
4337,5337,3,87,130,150,False
4338,5338,6,99,148,150,False
4339,5339,4,86,129,150,False
4340,5340,7,100,150,150,False
4341,5341,5,89,133,150,False
4342,5342,2,87,130,150,False
4343,5343,2,74,111,150,True
4344,5344,7,99,148,150,False
4345,5345,2,93,139,150,False
4346,5346,5,77,115,150,False
4347,5347,4,90,135,150,False
4348,5348,4,92,138,150,False
4349,5349,5,92,138,150,False
4350,5350,8,93,139,150,False
4351,5351,3,96,144,150,False
4352,5352,7,89,133,150,False
4353,5353,8,76,114,150,False
4354,5354,2,70,105,150,True
4355,5355,2,74,111,150,True
4356,5356,7,92,138,150,False
4357,5357,1,100,150,150,False
4358,5358,6,94,141,150,False
4359,5359,2,79,118,150,False
4360,5360,6,68,102,150,True
4361,5361,8,96,144,150,False
4362,5362,8,87,130,150,False
4363,5363,2,93,139,150,False
4364,5364,8,93,139,150,False
4365,5365,3,100,150,150,False
4366,5366,5,94,141,150,False
4367,5367,1,89,133,150,False
4368,5368,2,97,145,150,False
4369,5369,8,73,109,150,True
4370,5370,8,72,108,150,True
4371,5371,8,97,145,150,False
4372,5372,5,84,126,150,False
4373,5373,8,88,132,150,False
4374,5374,7,88,132,150,False
4375,5375,5,90,135,150,False
4376,5376,2,100,150,150,False
4377,5377,6,86,129,150,False
4378,5378,1,91,136,150,False
4379,5379,8,88,132,150,False
4380,5380,8,76,114,150,False
4381,5381,5,89,133,150,False
4382,5382,1,97,145,150,False
4383,5383,1,75,112,150,False
4384,5384,5,92,138,150,False
4385,5385,1,84,126,150,False
4386,5386,2,99,148,150,False
4387,5387,8,79,118,150,False
4388,5388,5,96,144,150,False
4389,5389,5,83,124,150,False
4390,5390,2,84,126,150,False
4391,5391,7,92,138,150,False
4392,5392,8,90,135,150,False
4393,5393,1,75,112,150,False
4394,5394,7,88,132,150,False
4395,5395,1,100,150,150,False
4396,5396,1,89,133,150,False
4397,5397,5,77,115,150,False
4398,5398,2,98,147,150,False
4399,5399,1,97,145,150,False
4400,5400,4,82,123,150,False
4401,5401,4,88,132,150,False
4402,5402,2,83,124,150,False
4403,5403,4,92,138,150,False
4404,5404,4,90,135,150,False
4405,5405,7,89,133,150,False
4406,5406,2,78,117,150,False
4407,5407,7,100,150,150,False
4408,5408,5,76,114,150,False
4409,5409,4,91,136,150,False
4410,5410,2,89,133,150,False
4411,5411,5,99,148,150,False
4412,5412,4,100,150,150,False
4413,5413,5,85,127,150,False
4414,5414,5,88,132,150,False
4415,5415,8,73,109,150,True
4416,5416,8,92,138,150,False
4417,5417,4,95,142,150,False
4418,5418,3,74,111,150,True
4419,5419,8,94,141,150,False
4420,5420,6,83,124,150,False
